"prefix","uid1","uid2","seq1_len","seq2_len","seq12_len","pairwise_identity","dock_protocol","model_rank","model_no.","model","Haddock_score","n_Haddock_cluster","AF_ptm","n_xl_identified","n_xl_found","n_xl_20Ang","n_xl_30Ang","n_xl_35Ang","n_xl_40Ang","n_ecs_tested","n_ecs_5Ang_0.999percentile","n_ecs_10Ang_0.999percentile","n_ecs_15Ang_0.999percentile","n_ecs_30Ang_0.999percentile","fnat_dockq","fnonnat_dockq","iRMS_dockq","LRMS_dockq","DockQ_dockq","kurtosis","skewness","squared_skewness","max_ecs","n_ecs","precent_ecs","N_eff","na_contacts","ca_contacts","Displacement(Ang)","Angle(deg)","LRMS"
"xlmusmito_00000002","ATP5E_MOUSE","ATPA_MOUSE",52,553,605," 4.3","ecs","clust_2","haddock_ecs_10w","haddock_ecs_clust2_10w",-39.0488,2," ",7,7,3,4,5,5,45,0,0,10,28,"0.000","1.000","15.236","65.730","0.009",0.988513329825185,0.68913625413829,0.474908776767755,0.061815,16467,0.5726,1012.9,0,3,"63.59","163.53","  66.534"
"xlmusmito_00000003","CX6B1_MOUSE","NDUA4_MOUSE",86,82,168,"11.4","ecs","1","haddock_ecs_100w","haddock_ecs_top1_100w",-86.3719,1," ",7,7,2,3,3,6,49,0,0,10,41,"0.000","1.000","13.515","42.419","0.017",0.900668626855582,0.448037074987837,0.200737220563657,0.105226,4898,0.6946,192.6,38,419,"37.64","129.37","  40.804"
"xlmusmito_00000003","CX6B1_MOUSE","NDUA4_MOUSE",86,82,168,"11.4","ecs","2","haddock_ecs_1w","haddock_ecs_top2_1w",-76.8338,1," ",7,7,2,3,3,6,49,0,0,10,40,"0.000","1.000","13.541","42.626","0.017",0.900668626855582,0.448037074987837,0.200737220563657,0.105226,4898,0.6946,192.6,38,419,"37.95","122.90","  40.842"
"xlmusmito_00000003","CX6B1_MOUSE","NDUA4_MOUSE",86,82,168,"11.4","ecs","3","haddock_ecs_45w","haddock_ecs_top3_45w",-71.8452,1," ",7,7,2,2,3,6,49,0,0,11,40,"0.000","1.000","13.740","43.775","0.016",0.900668626855582,0.448037074987837,0.200737220563657,0.105226,4898,0.6946,192.6,38,419,"39.15","126.48","  42.109"
"xlmusmito_00000003","CX6B1_MOUSE","NDUA4_MOUSE",86,82,168,"11.4","ecs","4","haddock_ecs_33w","haddock_ecs_top4_33w",-70.7043,1," ",7,7,2,3,3,5,49,0,0,10,43,"0.000","1.000","13.502","42.693","0.017",0.900668626855582,0.448037074987837,0.200737220563657,0.105226,4898,0.6946,192.6,38,419,"37.83","128.74","  40.977"
"xlmusmito_00000003","CX6B1_MOUSE","NDUA4_MOUSE",86,82,168,"11.4","ecs","5","haddock_ecs_17w","haddock_ecs_top5_17w",-66.8567,1," ",7,7,2,3,3,5,49,0,0,12,42,"0.000","1.000","13.314","42.477","0.017",0.900668626855582,0.448037074987837,0.200737220563657,0.105226,4898,0.6946,192.6,38,419,"37.85","128.96","  40.804"
"xlmusmito_00000003","CX6B1_MOUSE","NDUA4_MOUSE",86,82,168,"11.4","ecs","6","haddock_ecs_34w","haddock_ecs_top6_34w",-65.1805,1," ",7,7,1,2,3,4,49,0,0,9,40,"0.000","1.000","14.208","44.737","0.015",0.900668626855582,0.448037074987837,0.200737220563657,0.105226,4898,0.6946,192.6,38,419,"40.13","130.53","  43.034"
"xlmusmito_00000003","CX6B1_MOUSE","NDUA4_MOUSE",86,82,168,"11.4","ecs","7","haddock_ecs_52w","haddock_ecs_top7_52w",-63.6253,1," ",7,7,2,2,3,4,49,0,0,9,38,"0.000","1.000","13.982","43.441","0.016",0.900668626855582,0.448037074987837,0.200737220563657,0.105226,4898,0.6946,192.6,38,419,"38.65","127.34","  41.633"
"xlmusmito_00000003","CX6B1_MOUSE","NDUA4_MOUSE",86,82,168,"11.4","ecs","8","haddock_ecs_28w","haddock_ecs_top8_28w",-59.054,1," ",7,7,1,2,3,5,49,0,0,11,39,"0.000","1.000","13.658","43.779","0.016",0.900668626855582,0.448037074987837,0.200737220563657,0.105226,4898,0.6946,192.6,38,419,"39.18","127.84","  42.097"
"xlmusmito_00000003","CX6B1_MOUSE","NDUA4_MOUSE",86,82,168,"11.4","ecs","9","haddock_ecs_94w","haddock_ecs_top9_94w",-57.09272,1," ",7,7,1,3,3,3,49,0,0,10,40,"0.000","1.000","13.739","42.703","0.017",0.900668626855582,0.448037074987837,0.200737220563657,0.105226,4898,0.6946,192.6,38,419,"38.10","127.11","  41.122"
"xlmusmito_00000003","CX6B1_MOUSE","NDUA4_MOUSE",86,82,168,"11.4","ecs","10","haddock_ecs_11w","haddock_ecs_top10_11w",-56.4643,1," ",7,7,1,3,3,4,49,0,0,9,40,"0.000","1.000","13.810","43.631","0.016",0.900668626855582,0.448037074987837,0.200737220563657,0.105226,4898,0.6946,192.6,38,419,"38.95","126.24","  41.844"
"xlmusmito_00000003","CX6B1_MOUSE","NDUA4_MOUSE",86,82,168,"11.4","ecs","clust_1","haddock_ecs_100w","haddock_ecs_clust1_100w",-86.3719,1," ",7,7,2,3,3,6,49,0,0,10,41,"0.000","1.000","13.515","42.419","0.017",0.900668626855582,0.448037074987837,0.200737220563657,0.105226,4898,0.6946,192.6,38,419,"37.64","129.37","  40.804"
"xlmusmito_00000004","ATP5H_MOUSE","AT5F1_MOUSE",161,256,417,"15.4","ecs","1","haddock_ecs_81w","haddock_ecs_top1_81w",-209.4707,1," ",7,7,2,5,5,5,47,1,1,23,28,"0.184","0.606","7.937","20.964","0.120",2.06917439449489,0.712354831437141,0.507449405871838,0.118464,36015,0.8738,392.5,223,1511,"15.99","26.40","  15.824"
"xlmusmito_00000004","ATP5H_MOUSE","AT5F1_MOUSE",161,256,417,"15.4","ecs","2","haddock_ecs_53w","haddock_ecs_top2_53w",-197.7696,1," ",7,7,2,4,5,5,47,2,2,23,28,"0.178","0.591","8.175","21.310","0.116",2.06917439449489,0.712354831437141,0.507449405871838,0.118464,36015,0.8738,392.5,223,1511,"16.30","26.21","  16.229"
"xlmusmito_00000004","ATP5H_MOUSE","AT5F1_MOUSE",161,256,417,"15.4","ecs","3","haddock_ecs_28w","haddock_ecs_top3_28w",-193.6637,1," ",7,7,2,4,5,5,47,1,2,22,28,"0.178","0.603","8.177","21.092","0.117",2.06917439449489,0.712354831437141,0.507449405871838,0.118464,36015,0.8738,392.5,223,1511,"16.65","25.40","  16.170"
"xlmusmito_00000004","ATP5H_MOUSE","AT5F1_MOUSE",161,256,417,"15.4","ecs","4","haddock_ecs_41w","haddock_ecs_top4_41w",-193.0225,1," ",7,7,2,3,5,5,47,3,3,23,28,"0.197","0.577","8.468","21.718","0.120",2.06917439449489,0.712354831437141,0.507449405871838,0.118464,36015,0.8738,392.5,223,1511,"16.28","29.55","  16.474"
"xlmusmito_00000004","ATP5H_MOUSE","AT5F1_MOUSE",161,256,417,"15.4","ecs","5","haddock_ecs_80w","haddock_ecs_top5_80w",-186.8136,1," ",7,7,2,5,5,5,47,0,0,23,28,"0.171","0.649","8.109","20.555","0.117",2.06917439449489,0.712354831437141,0.507449405871838,0.118464,36015,0.8738,392.5,223,1511,"17.25","23.07","  16.087"
"xlmusmito_00000004","ATP5H_MOUSE","AT5F1_MOUSE",161,256,417,"15.4","ecs","6","haddock_ecs_16w","haddock_ecs_top6_16w",-185.3432,1," ",7,7,2,5,5,5,47,0,0,23,29,"0.112","0.754","8.090","20.906","0.096",2.06917439449489,0.712354831437141,0.507449405871838,0.118464,36015,0.8738,392.5,223,1511,"17.09","42.17","  15.957"
"xlmusmito_00000004","ATP5H_MOUSE","AT5F1_MOUSE",161,256,417,"15.4","ecs","7","haddock_ecs_2w","haddock_ecs_top7_2w",-181.7951,1," ",7,7,2,5,5,5,47,0,0,23,29,"0.138","0.712","7.106","17.955","0.121",2.06917439449489,0.712354831437141,0.507449405871838,0.118464,36015,0.8738,392.5,223,1511,"16.69","28.88","  13.983"
"xlmusmito_00000004","ATP5H_MOUSE","AT5F1_MOUSE",161,256,417,"15.4","ecs","8","haddock_ecs_44w","haddock_ecs_top8_44w",-181.1477,1," ",7,7,3,5,5,5,47,0,0,23,27,"0.178","0.542","8.107","20.855","0.118",2.06917439449489,0.712354831437141,0.507449405871838,0.118464,36015,0.8738,392.5,223,1511,"15.61","27.12","  15.810"
"xlmusmito_00000004","ATP5H_MOUSE","AT5F1_MOUSE",161,256,417,"15.4","ecs","9","haddock_ecs_5w","haddock_ecs_top9_5w",-175.9911,1," ",7,7,2,4,5,5,47,1,1,23,28,"0.171","0.600","7.979","20.529","0.117",2.06917439449489,0.712354831437141,0.507449405871838,0.118464,36015,0.8738,392.5,223,1511,"16.02","26.38","  15.589"
"xlmusmito_00000004","ATP5H_MOUSE","AT5F1_MOUSE",161,256,417,"15.4","ecs","10","haddock_ecs_82w","haddock_ecs_top10_82w",-175.9488,1," ",7,7,2,4,5,5,47,1,1,21,27,"0.164","0.621","8.725","22.542","0.106",2.06917439449489,0.712354831437141,0.507449405871838,0.118464,36015,0.8738,392.5,223,1511,"16.86","27.51","  17.080"
"xlmusmito_00000004","ATP5H_MOUSE","AT5F1_MOUSE",161,256,417,"15.4","ecs","clust_1","haddock_ecs_81w","haddock_ecs_clust1_81w",-209.4707,1," ",7,7,2,5,5,5,47,1,1,23,28,"0.184","0.606","7.937","20.964","0.120",2.06917439449489,0.712354831437141,0.507449405871838,0.118464,36015,0.8738,392.5,223,1511,"15.99","26.40","  15.824"
"xlmusmito_00000005","ATPB_MOUSE","ATPA_MOUSE",529,553,1082,"23.7","ecs","1","haddock_ecs_40w","haddock_ecs_top1_40w",-401.3159,1," ",65,65,8,19,21,24,227,13,13,65,112,"0.000","1.000","23.171","58.701","0.008",16.472772331814,1.32867367176299,1.76537372603615,0.315477,230538,0.7881,1579.6,200,1889,"52.50","122.98","  63.796"
"xlmusmito_00000005","ATPB_MOUSE","ATPA_MOUSE",529,553,1082,"23.7","ecs","2","haddock_ecs_8w","haddock_ecs_top2_8w",-380.1655,1," ",65,65,8,19,23,27,227,12,12,65,111,"0.000","1.000","23.324","58.992","0.008",16.472772331814,1.32867367176299,1.76537372603615,0.315477,230538,0.7881,1579.6,200,1889,"52.84","121.79","  64.171"
"xlmusmito_00000005","ATPB_MOUSE","ATPA_MOUSE",529,553,1082,"23.7","ecs","3","haddock_ecs_83w","haddock_ecs_top3_83w",-377.4089,1," ",65,65,8,19,21,23,227,6,7,64,110,"0.000","1.000","23.210","58.717","0.008",16.472772331814,1.32867367176299,1.76537372603615,0.315477,230538,0.7881,1579.6,200,1889,"52.64","122.19","  63.983"
"xlmusmito_00000005","ATPB_MOUSE","ATPA_MOUSE",529,553,1082,"23.7","ecs","4","haddock_ecs_64w","haddock_ecs_top4_64w",-375.5519,1," ",65,65,8,19,22,25,227,10,10,65,112,"0.000","1.000","23.162","58.657","0.008",16.472772331814,1.32867367176299,1.76537372603615,0.315477,230538,0.7881,1579.6,200,1889,"52.63","121.67","  63.880"
"xlmusmito_00000005","ATPB_MOUSE","ATPA_MOUSE",529,553,1082,"23.7","ecs","5","haddock_ecs_16w","haddock_ecs_top5_16w",-375.359,1," ",65,65,9,19,22,26,227,7,7,64,110,"0.000","1.000","23.297","59.267","0.008",16.472772331814,1.32867367176299,1.76537372603615,0.315477,230538,0.7881,1579.6,200,1889,"53.28","120.98","  64.482"
"xlmusmito_00000005","ATPB_MOUSE","ATPA_MOUSE",529,553,1082,"23.7","ecs","6","haddock_ecs_81w","haddock_ecs_top6_81w",-372.0188,1," ",65,65,8,18,20,25,227,9,9,64,110,"0.000","1.000","23.422","59.383","0.008",16.472772331814,1.32867367176299,1.76537372603615,0.315477,230538,0.7881,1579.6,200,1889,"53.31","120.76","  64.624"
"xlmusmito_00000005","ATPB_MOUSE","ATPA_MOUSE",529,553,1082,"23.7","ecs","7","haddock_ecs_31w","haddock_ecs_top7_31w",-371.4426,1," ",65,65,8,18,20,25,227,8,8,64,112,"0.000","1.000","23.186","58.642","0.008",16.472772331814,1.32867367176299,1.76537372603615,0.315477,230538,0.7881,1579.6,200,1889,"52.52","124.33","  63.776"
"xlmusmito_00000005","ATPB_MOUSE","ATPA_MOUSE",529,553,1082,"23.7","ecs","8","haddock_ecs_14w","haddock_ecs_top8_14w",-370.0393,1," ",65,65,8,19,23,27,227,10,10,64,111,"0.000","1.000","23.387","58.890","0.008",16.472772331814,1.32867367176299,1.76537372603615,0.315477,230538,0.7881,1579.6,200,1889,"52.83","120.40","  64.226"
"xlmusmito_00000005","ATPB_MOUSE","ATPA_MOUSE",529,553,1082,"23.7","ecs","9","haddock_ecs_29w","haddock_ecs_top9_29w",-365.341,1," ",65,65,7,19,20,24,227,10,10,65,111,"0.000","1.000","23.195","58.490","0.008",16.472772331814,1.32867367176299,1.76537372603615,0.315477,230538,0.7881,1579.6,200,1889,"52.29","123.88","  63.776"
"xlmusmito_00000005","ATPB_MOUSE","ATPA_MOUSE",529,553,1082,"23.7","ecs","10","haddock_ecs_62w","haddock_ecs_top10_62w",-358.4213,1," ",65,65,8,19,22,23,227,7,7,65,111,"0.000","1.000","23.193","58.913","0.008",16.472772331814,1.32867367176299,1.76537372603615,0.315477,230538,0.7881,1579.6,200,1889,"52.86","121.41","  64.228"
"xlmusmito_00000005","ATPB_MOUSE","ATPA_MOUSE",529,553,1082,"23.7","ecs","clust_1","haddock_ecs_40w","haddock_ecs_clust1_40w",-401.3159,1," ",65,65,8,19,21,24,227,13,13,65,112,"0.000","1.000","23.171","58.701","0.008",16.472772331814,1.32867367176299,1.76537372603615,0.315477,230538,0.7881,1579.6,200,1889,"52.50","122.98","  63.796"
"xlmusmito_00000006","ATPB_MOUSE","AT5F1_MOUSE",529,256,785,"14.5","ecs","1","haddock_ecs_21w","haddock_ecs_top1_21w",-17.5692,2," ",14,14,1,3,4,4,115,0,0,1,6,"0.000","1.000","28.463","74.280","0.005",3.20006746548469,0.759445610832859,0.576757635813294,0.031582,117355,0.8666,160.2,0,NA,"27.72","131.55","  46.079"
"xlmusmito_00000006","ATPB_MOUSE","AT5F1_MOUSE",529,256,785,"14.5","ecs","2","haddock_ecs_26w","haddock_ecs_top2_26w",-8.3011,2," ",14,14,1,3,4,4,115,0,0,1,5,"0.000","1.000","26.269","71.888","0.006",3.20006746548469,0.759445610832859,0.576757635813294,0.031582,117355,0.8666,160.2,0,NA,"27.64","131.31","  45.074"
"xlmusmito_00000006","ATPB_MOUSE","AT5F1_MOUSE",529,256,785,"14.5","ecs","3","haddock_ecs_17w","haddock_ecs_top3_17w",-6.553,2," ",14,14,1,3,4,5,115,0,0,1,6,"0.000","1.000","29.055","74.801","0.005",3.20006746548469,0.759445610832859,0.576757635813294,0.031582,117355,0.8666,160.2,0,NA,"29.01","133.01","  47.072"
"xlmusmito_00000006","ATPB_MOUSE","AT5F1_MOUSE",529,256,785,"14.5","ecs","4","haddock_ecs_85w","haddock_ecs_top4_85w",-2.7942,2," ",14,14,6,6,6,7,115,0,0,2,9,"0.000","1.000","23.338","67.191","0.007",3.20006746548469,0.759445610832859,0.576757635813294,0.031582,117355,0.8666,160.2,0,NA,"30.20","91.77","  43.188"
"xlmusmito_00000006","ATPB_MOUSE","AT5F1_MOUSE",529,256,785,"14.5","ecs","5","haddock_ecs_3w","haddock_ecs_top5_3w",2.1595,2," ",14,14,1,3,4,4,115,0,0,1,5,"0.000","1.000","27.734","74.363","0.005",3.20006746548469,0.759445610832859,0.576757635813294,0.031582,117355,0.8666,160.2,0,NA,"24.72","129.68","  44.325"
"xlmusmito_00000006","ATPB_MOUSE","AT5F1_MOUSE",529,256,785,"14.5","ecs","6","haddock_ecs_12w","haddock_ecs_top6_12w",2.8649,2," ",14,14,1,3,4,4,115,0,0,1,5,"0.000","1.000","28.685","74.319","0.005",3.20006746548469,0.759445610832859,0.576757635813294,0.031582,117355,0.8666,160.2,0,NA,"29.23","132.46","  47.051"
"xlmusmito_00000006","ATPB_MOUSE","AT5F1_MOUSE",529,256,785,"14.5","ecs","7","haddock_ecs_8w","haddock_ecs_top7_8w",2.9557,2," ",14,14,1,3,4,5,115,0,0,1,6,"0.000","1.000","27.980","75.415","0.005",3.20006746548469,0.759445610832859,0.576757635813294,0.031582,117355,0.8666,160.2,0,NA,"22.78","126.22","  43.376"
"xlmusmito_00000006","ATPB_MOUSE","AT5F1_MOUSE",529,256,785,"14.5","ecs","8","haddock_ecs_4w","haddock_ecs_top8_4w",3.6883,2," ",14,14,1,3,4,4,115,0,0,1,5,"0.000","1.000","29.058","75.712","0.005",3.20006746548469,0.759445610832859,0.576757635813294,0.031582,117355,0.8666,160.2,0,NA,"27.45","132.37","  46.402"
"xlmusmito_00000006","ATPB_MOUSE","AT5F1_MOUSE",529,256,785,"14.5","ecs","9","haddock_ecs_37w","haddock_ecs_top9_37w",6.2291,2," ",14,14,1,3,4,4,115,0,0,1,5,"0.000","1.000","28.050","74.459","0.005",3.20006746548469,0.759445610832859,0.576757635813294,0.031582,117355,0.8666,160.2,0,NA,"26.11","133.08","  45.252"
"xlmusmito_00000006","ATPB_MOUSE","AT5F1_MOUSE",529,256,785,"14.5","ecs","10","haddock_ecs_86w","haddock_ecs_top10_86w",6.5728,2," ",14,14,1,3,3,4,115,0,0,1,6,"0.000","1.000","28.222","74.594","0.005",3.20006746548469,0.759445610832859,0.576757635813294,0.031582,117355,0.8666,160.2,0,NA,"25.87","131.59","  45.032"
"xlmusmito_00000006","ATPB_MOUSE","AT5F1_MOUSE",529,256,785,"14.5","ecs","clust_1","haddock_ecs_21w","haddock_ecs_clust1_21w",-17.5692,2," ",14,14,1,3,4,4,115,0,0,1,6,"0.000","1.000","28.463","74.280","0.005",3.20006746548469,0.759445610832859,0.576757635813294,0.031582,117355,0.8666,160.2,0,NA,"27.72","131.55","  46.079"
"xlmusmito_00000006","ATPB_MOUSE","AT5F1_MOUSE",529,256,785,"14.5","ecs","clust_2","haddock_ecs_85w","haddock_ecs_clust2_85w",-2.7942,2," ",14,14,6,6,6,7,115,0,0,2,9,"0.000","1.000","23.338","67.191","0.007",3.20006746548469,0.759445610832859,0.576757635813294,0.031582,117355,0.8666,160.2,0,NA,"30.20","91.77","  43.188"
"xlmusmito_00000008","ATIF1_MOUSE","ATPA_MOUSE",106,553,659," 7.6","ecs","1","haddock_ecs_2w","haddock_ecs_top1_2w",-61.2922,1," ",5,5,1,2,3,3,42,0,0,6,17,"0.000","1.000","28.247","64.650","0.007",0.982486745298346,0.766650792303916,0.587753437340222,0.028659,44239,0.7547,66.4,37,291,"55.79","138.94","  65.158"
"xlmusmito_00000008","ATIF1_MOUSE","ATPA_MOUSE",106,553,659," 7.6","ecs","2","haddock_ecs_36w","haddock_ecs_top2_36w",-60.3854,1," ",5,5,1,2,3,4,42,0,0,5,16,"0.000","1.000","28.324","64.613","0.007",0.982486745298346,0.766650792303916,0.587753437340222,0.028659,44239,0.7547,66.4,37,291,"55.39","141.33","  65.160"
"xlmusmito_00000008","ATIF1_MOUSE","ATPA_MOUSE",106,553,659," 7.6","ecs","3","haddock_ecs_79w","haddock_ecs_top3_79w",-53.0072,1," ",5,5,1,2,3,3,42,0,0,5,17,"0.000","1.000","27.475","63.024","0.007",0.982486745298346,0.766650792303916,0.587753437340222,0.028659,44239,0.7547,66.4,37,291,"55.20","149.47","  63.694"
"xlmusmito_00000008","ATIF1_MOUSE","ATPA_MOUSE",106,553,659," 7.6","ecs","4","haddock_ecs_12w","haddock_ecs_top4_12w",-51.364742,1," ",5,5,1,3,3,3,42,0,0,5,20,"0.000","1.000","26.932","63.000","0.007",0.982486745298346,0.766650792303916,0.587753437340222,0.028659,44239,0.7547,66.4,37,291,"55.27","140.89","  63.481"
"xlmusmito_00000008","ATIF1_MOUSE","ATPA_MOUSE",106,553,659," 7.6","ecs","5","haddock_ecs_26w","haddock_ecs_top5_26w",-49.21619,1," ",5,5,1,2,3,3,42,0,0,5,16,"0.000","1.000","28.216","64.390","0.007",0.982486745298346,0.766650792303916,0.587753437340222,0.028659,44239,0.7547,66.4,37,291,"55.64","142.87","  65.046"
"xlmusmito_00000008","ATIF1_MOUSE","ATPA_MOUSE",106,553,659," 7.6","ecs","6","haddock_ecs_54w","haddock_ecs_top6_54w",-46.77938,1," ",5,5,1,2,3,4,42,0,0,5,15,"0.000","1.000","28.366","64.383","0.007",0.982486745298346,0.766650792303916,0.587753437340222,0.028659,44239,0.7547,66.4,37,291,"55.36","148.70","  65.067"
"xlmusmito_00000008","ATIF1_MOUSE","ATPA_MOUSE",106,553,659," 7.6","ecs","7","haddock_ecs_55w","haddock_ecs_top7_55w",-46.22369,1," ",5,5,1,2,3,3,42,0,0,5,16,"0.000","1.000","28.189","64.244","0.007",0.982486745298346,0.766650792303916,0.587753437340222,0.028659,44239,0.7547,66.4,37,291,"56.24","147.70","  64.717"
"xlmusmito_00000008","ATIF1_MOUSE","ATPA_MOUSE",106,553,659," 7.6","ecs","8","haddock_ecs_86w","haddock_ecs_top8_86w",-45.93562,1," ",5,5,1,2,3,3,42,0,0,5,16,"0.000","1.000","28.303","64.492","0.007",0.982486745298346,0.766650792303916,0.587753437340222,0.028659,44239,0.7547,66.4,37,291,"55.35","142.31","  65.015"
"xlmusmito_00000008","ATIF1_MOUSE","ATPA_MOUSE",106,553,659," 7.6","ecs","9","haddock_ecs_50w","haddock_ecs_top9_50w",-45.87414,1," ",5,5,1,2,3,4,42,0,0,5,16,"0.000","1.000","28.304","64.493","0.007",0.982486745298346,0.766650792303916,0.587753437340222,0.028659,44239,0.7547,66.4,37,291,"55.29","140.10","  65.003"
"xlmusmito_00000008","ATIF1_MOUSE","ATPA_MOUSE",106,553,659," 7.6","ecs","10","haddock_ecs_85w","haddock_ecs_top10_85w",-45.74244,1," ",5,5,1,2,3,4,42,0,0,3,16,"0.000","1.000","28.042","63.965","0.007",0.982486745298346,0.766650792303916,0.587753437340222,0.028659,44239,0.7547,66.4,37,291,"55.61","144.91","  64.627"
"xlmusmito_00000008","ATIF1_MOUSE","ATPA_MOUSE",106,553,659," 7.6","ecs","clust_1","haddock_ecs_2w","haddock_ecs_clust1_2w",-61.2922,1," ",5,5,1,2,3,3,42,0,0,6,17,"0.000","1.000","28.247","64.650","0.007",0.982486745298346,0.766650792303916,0.587753437340222,0.028659,44239,0.7547,66.4,37,291,"55.79","138.94","  65.158"
"xlmusmito_00000010","ATPO_MOUSE","ATPB_MOUSE",213,529,742,"12.9","ecs","1","haddock_ecs_86w","haddock_ecs_top1_86w",-107.5681,2," ",18,18,0,1,7,9,80,1,2,6,14,"0.100","0.983","7.977","42.645","0.057",1.30494884263462,0.660786305329472,0.436638541310974,0.137588,79292,0.7037,2639.9,19,153,"30.23","108.13","  42.798"
